#{"t_start": 1669332111.8025417, "env_id": null}
r,l,t
7.977298,94,3232.559186
42.143702,181,3238.305422
1.726982,232,3242.572148
84.022666,351,3248.582645
337.090202,542,3257.627951
155.851896,221,3261.738557
1182.063912,556,3270.187918
47.928343,196,3273.940085
560.577242,313,3279.078778
107.081758,319,3284.265166
7.46369,132,3286.746944
3071.325977,1001,3302.323666
16.937783,192,3308.135217
540.723221,317,3313.571139
203.675593,239,3317.782133
96.789415,187,3321.262479
115.464836,356,3327.201137
62.451777,270,3331.997564
92.978396,543,3340.994235
0.733632,59,3342.595498
22.05662,132,3345.211365
1.178072,170,3348.347385
883.000429,438,3355.354478
858.541843,472,3363.218892
295.291731,395,3369.867446
12.245504,661,3384.179321
899.200057,547,3393.55037
503.158493,340,3399.456449
29.515274,131,3402.159045
180.100258,294,3407.364044
99.652352,185,3410.867071
126.04765,276,3415.882282
2054.999856,728,3427.793996
304.288557,284,3432.667807
7.738774,134,3435.236313
6.651496,133,3437.821838
287.759154,338,3443.359036
80.304064,181,3446.611712
6.985065,146,3449.332001
26.733288,269,3456.517166
113.282472,275,3461.440266
5.62392,93,3463.525765
252.436072,314,3468.913816
6.616468,100,3471.113044
896.590608,681,3482.08859
12.784377,117,3484.541088
178.671611,223,3488.661596
46.554476,115,3491.150041
0.690756,318,3496.53418
0.620696,332,3502.139578
146.260507,198,3505.825006
7.738948,116,3508.158248
489.68431,333,3514.030284
45.165242,231,3518.266969
1186.435643,903,3535.410593
11.520972,116,3537.983131
121.951156,246,3542.505244
77.685076,181,3546.066309
1.293908,236,3550.448778
635.406906,406,3557.500756
117.998675,401,3564.462937
259.53418,287,3569.543138
115.805799,606,3580.183157
10.38374,118,3582.736359
90.411492,348,3588.896422
0.850549,62,3590.593405
25.250669,162,3593.811258
0.770318,354,3600.108022
8.216297,111,3602.482457
500.96242,389,3611.460342
472.889764,364,3617.444493
1.81953,567,3627.325156
936.596288,377,3633.739655
32.522202,116,3636.032738
223.58405,348,3641.806212
222.064191,314,3653.786958
180.955927,302,3662.903656
2818.838072,895,3691.118849
281.955332,423,3702.67046
107.306644,172,3711.396788
70.164036,236,3717.224634
0.945295,427,3725.733379
63.951051,471,3734.4038
56.826681,283,3739.956176
1474.142997,557,3750.782279
1820.264622,562,3761.687389
3.63828,339,3769.362813
92.82214,213,3773.48227
2155.845918,702,3785.279483
35.295323,434,3794.968619
16.830613,317,3800.167015
192.4646,381,3806.232939
150.055342,272,3810.374122
34.149718,257,3814.583772
14.286813,284,3818.73295
13.82361,409,3825.223066
154.686528,237,3828.914478
55.642931,273,3833.945127
41.977119,241,3837.748385
36.865052,589,3847.310086
63.624263,346,3852.834458
1.814146,112,3855.157451
93.407584,319,3862.164513
7.881463,117,3864.4979
40.306871,135,3866.970579
78.950114,299,3871.986353
3.773385,155,3874.999936
77.500589,420,3881.414657
104.346179,173,3884.357169
82.04033,430,3890.727406
39.46726,207,3893.970263
91.278941,369,3899.955996
146.951409,157,36662.812828
39.360367,257,36669.656457
97.949937,162,36672.784293
25.138588,224,36676.115814
48.855353,194,36682.359599
264.241971,314,36686.911723
79.526091,234,36690.450548
21.789797,98,36692.195765
12.834789,113,36696.48284
5.071671,233,36700.162242
4.298821,161,36703.495011
380.614211,305,36708.129916
1.246727,300,36711.890044
4.72166,384,36717.515295
401.827481,343,36721.82595
2.102416,378,36725.876825
1995.906935,915,36734.374333
57.611639,304,36737.379733
41.471817,298,36740.373309
469.29567,413,36745.97649
34.026623,211,36748.200304
544.892769,389,36752.04854
14.499132,171,36753.960006
12.085619,259,36756.867831
146.440511,276,36759.699732
0.808605,215,36761.961207
364.514063,564,36767.160246
33.20266,192,36769.212704
422.72693,662,36775.314602
199.61616,243,36777.832117
179.38102,233,36780.266501
1.404029,564,36785.810328
106.442715,216,36790.407148
428.125373,367,36795.430712
236.652063,519,36801.531622
1063.944456,587,36808.158602
161.737028,460,36813.314818
53.429471,443,36818.819005
95.368343,234,36822.756928
767.267262,506,36830.471357
515.432649,426,36838.083927
73.060223,227,36840.886507
105.279542,308,36845.925273
465.577297,519,36851.493464
6.175043,188,36853.687918
301.538671,335,36857.431439
15.611889,295,36860.702262
14.028365,206,36863.121002
561.004527,457,36867.974293
48.891939,244,36870.777168
118.835145,281,36873.947627
233.867418,357,36878.095948
27.434068,194,36880.48358
13.034042,246,36883.358847
28.041729,210,36885.789166
1.594217,283,36888.940245
716.285689,422,36894.946078
132.967027,243,36897.813675
3.804129,427,36902.2995
1.072375,571,36908.395858
486.944128,474,36913.441774
0.312,60,36914.511696
372.342898,327,36918.184331
24.417998,161,36920.24825
201.104086,316,36923.676627
227.428892,270,36926.744877
21.020719,125,36928.408648
22.071114,118,36930.01056
36.292492,275,36933.112808
13.885733,291,36936.552379
774.099555,578,36944.364373
76.778373,233,36947.220903
65.485389,285,36950.553282
75.45279,219,36953.041687
245.06932,435,36957.678454
1978.541506,1001,36969.00347
170.748331,246,36972.372449
202.517108,315,36976.533226
35.988156,241,36979.760478
398.408776,268,36983.530844
127.581931,360,36987.753029
164.292165,259,36992.42334
159.835811,253,36995.426245
518.785903,340,36999.329317
1.854903,184,37001.580654
52.386208,205,37004.049928
63.096193,693,37011.270443
226.01911,215,37013.845963
213.960936,254,37016.76204
1.8073,118,37018.417163
122.302688,430,37023.053627
15.000101,212,37025.517112
53.363062,167,37027.614585
146.778217,338,37031.4374
183.942602,458,37036.35732
55.039576,161,37040.03034
202.440146,392,37044.299014
68.898878,198,37046.664319
538.915013,362,37050.713838
66.958675,215,37053.271083
7.365808,146,37055.286389
1.944899,216,37058.075399
545.076604,392,37062.407643
444.257204,322,37065.967873
642.668779,485,37072.321418
43.797752,182,37074.562105
1.095461,100,37076.072963
1233.777898,450,37080.946398
143.35153,281,37084.378383
420.420344,494,37092.24579
494.134754,358,37097.023426
215.888176,217,37099.859487
9.593763,242,37102.927935
9.844311,169,37105.361941
50.044651,141,37107.448689
0.878697,250,37110.776684
193.877262,349,37115.32107
532.928151,281,37119.122281
195.251993,335,37122.994249
73.776267,189,37124.88956
146.537824,245,37127.113201
174.934978,226,37129.058549
103.69943,135,37130.381454
2.195603,153,37131.842919
472.448323,377,37134.872906
17.455365,128,37136.140846
80.602224,516,37140.894942
619.83587,581,37145.239975
43.52094,238,37147.22682
267.58568,571,37151.463596
2350.097313,628,37156.031095
