#{"t_start": 1669321952.5620885, "env_id": null}
r,l,t
139.111026,1001,4148.814247
151.186277,1001,4164.431963
149.678074,1001,4183.634553
133.351583,1001,4201.265772
153.491757,1001,4219.482702
153.866182,1001,4237.929108
151.46413,1001,4259.347304
136.231238,1001,4277.524652
149.991431,1001,4295.607805
150.649872,1001,4312.750481
143.282537,1001,4332.688521
117.17189,1001,4350.044849
151.849374,1001,4367.432065
153.430905,1001,4384.932065
140.926045,1001,4403.908756
156.60307,1001,4420.607918
147.312702,1001,4437.438318
152.41354,1001,4453.983903
158.441114,1001,4470.413239
148.033227,1001,4488.847888
140.846649,1001,4505.158351
149.618062,1001,4521.271214
156.072247,1001,4537.500447
159.699869,1001,4555.956098
159.009715,1001,4571.727406
148.04635,1001,4587.855971
154.180996,1001,4603.735601
128.463279,1001,4622.250969
138.500596,1001,4639.731226
148.447385,1001,4656.104891
150.566186,1001,4672.939292
160.613054,1001,4691.790489
155.334985,1001,4708.536644
157.203186,1001,4725.282188
154.484008,1001,4742.280883
143.661771,1001,4761.320053
124.397653,1001,4777.425486
159.082774,1001,4793.831806
144.458135,1001,4809.951216
160.724133,1001,4828.33316
150.036056,1001,4844.244758
157.596394,1001,4861.073888
161.506974,1001,4878.069696
144.887053,1001,4897.434066
161.001742,1001,4914.966932
157.462686,1001,4931.575525
144.143762,1001,4948.075222
167.371804,1001,4966.537619
157.360789,1001,4983.321649
156.805365,1001,4999.47997
157.648514,1001,5016.034707
150.230376,1001,5036.464967
158.11039,1001,5052.543736
157.30518,1001,5067.959286
160.829806,1001,5083.067508
155.170874,1001,5101.282549
161.669845,1001,5117.637675
160.802848,1001,5132.778427
128.041838,1001,5150.446199
160.762947,1001,5169.137455
88.683208,700,5180.495034
163.270267,1001,5196.915244
130.045331,1001,5213.191997
158.429994,1001,5229.050632
162.13431,1001,5247.098565
158.907636,1001,5263.035664
155.280169,1001,5277.985574
150.516394,1001,5287.200568
148.60322,1001,5296.612673
131.684679,1001,5320.496837
153.776918,1001,5342.178916
156.101502,1001,5369.507924
157.970798,1001,5389.865178
158.807452,1001,5399.034863
164.861017,1001,5407.497512
153.825273,1001,5415.239523
152.451056,1001,5423.990376
164.75548,1001,5433.18725
158.793707,1001,5442.091672
156.071331,1001,5452.758157
157.545735,1001,5465.209321
152.98675,1001,5475.441746
151.399824,1001,5485.954723
157.262853,1001,5496.916396
160.965997,1001,5509.614524
155.708373,1001,5520.781891
156.232022,1001,5531.673461
144.59443,1001,5541.995492
161.449629,1001,5553.711088
153.476037,1001,5563.748319
153.301552,1001,5575.250658
163.713133,1001,5585.651017
163.805285,1001,5597.10437
166.78226,1001,5607.421417
165.129951,1001,5617.835198
152.925502,1001,5628.282098
163.306137,1001,5638.157072
155.329192,1001,5649.375193
159.722645,1001,5659.894202
172.890764,1001,5670.722384
145.71926,1001,5682.090929
164.627196,1001,5694.052526
171.408661,1001,5707.361646
162.418886,1001,5718.996153
155.810419,1001,5730.275846
155.106462,1001,5743.73956
163.072065,1001,5756.061706
154.425123,1001,5767.303853
148.184699,1001,5778.244392
154.943493,1001,5792.03413
158.833054,1001,5802.413838
132.1594,1001,5812.814475
160.716224,1001,5823.363799
160.319525,1001,5835.25006
157.888092,1001,5845.971214
161.685569,1001,5856.836102
159.187746,1001,5867.466643
162.243661,1001,5879.675438
159.160348,1001,5890.375033
159.350173,1001,5900.970445
163.076824,1001,5911.942885
148.227076,1001,5923.466876
154.491827,1001,5934.664647
168.30242,1001,5945.163988
160.893008,1001,5955.512217
167.991323,1001,5967.435751
156.283501,1001,5977.962003
155.380033,1001,5985.688499
155.671919,1001,5992.6668
164.082472,1001,6000.354617
161.832611,1001,6007.244245
155.52335,1001,6014.223048
155.629776,1001,6021.166304
158.579194,1001,6028.859625
152.469397,1001,6035.846175
166.095644,1001,6042.749167
164.204693,1001,6049.630597
123.220019,876,6055.998144
168.642807,1001,6064.129927
164.456942,1001,6073.233972
161.714449,1001,6083.907746
165.438267,1001,6093.778858
169.40437,1001,6105.015589
160.848202,1001,6114.677437
156.667907,1001,6124.379398
154.010574,1001,6134.291534
160.530437,1001,6145.364196
163.288773,1001,6155.446695
161.907191,1001,6165.499232
157.705271,1001,6175.650834
160.214098,1001,6186.882998
165.98685,1001,6196.765996
148.94724,1001,6207.161139
157.442194,1001,6217.233457
149.81541,1001,6228.2423
163.977598,1001,6238.616445
162.244759,1001,6247.13085
156.971899,1001,6253.857981
170.494343,1001,6261.668026
166.934051,1001,6268.677251
168.816639,1001,6275.740209
157.391965,1001,6284.294806
162.823662,1001,6295.393383
172.133837,1001,6305.323572
161.947703,1001,6315.347121
155.612397,1001,6325.326615
165.693871,1001,6336.69975
156.208714,1001,6346.715128
160.675609,1001,6356.903479
163.574719,1001,6366.797711
169.076534,1001,6378.366333
145.749319,1001,6388.302932
159.035873,1001,6398.362003
149.888013,1001,6408.337707
155.199574,1001,6419.285529
166.877092,1001,6429.168965
151.235132,1001,6438.931356
162.837861,1001,6448.816788
164.779424,1001,6459.043866
164.04834,1001,6469.92122
151.981309,1001,6479.622245
155.434077,1001,6489.361478
156.367921,1001,6499.061103
164.356511,1001,6510.54109
161.527626,1001,6520.474273
160.827671,1001,6530.35848
166.504206,1001,6540.373477
161.574418,1001,6551.854007
155.62065,1001,6562.037265
165.847412,1001,6572.07407
162.804927,1001,6582.243343
162.442631,1001,6596.141892
107.891182,849,6607.139993
166.253808,1001,6617.376064
153.287486,1001,6627.526558
153.716434,1001,6639.160311
151.433877,1001,6649.142209
152.921631,1001,6656.435743
166.59122,1001,6663.322198
163.803374,1001,6671.759855
160.652088,1001,6679.047044
159.481228,1001,6686.045372
148.014638,1001,6693.011919
154.715313,1001,6701.725382
157.906612,1001,6711.649085
157.40602,1001,6722.201639
156.587678,1001,6732.74179
153.215952,1001,6751.601958
156.02717,1001,6765.724488
170.330422,1001,6776.832082
163.551441,1001,6785.944424
154.461456,1001,6794.211538
161.9835,1001,6801.46067
156.603457,1001,6808.749999
164.566465,1001,6815.827651
164.050353,1001,6822.921393
170.155572,1001,6830.968
166.091437,1001,6838.030821
144.483527,1001,6845.148026
161.182335,1001,6852.204802
159.348631,1001,6860.157839
157.736786,1001,6867.223634
163.974038,1001,6874.367911
149.939012,1001,6881.495216
171.429137,1001,6889.416114
163.301,1001,6896.479058
117.308312,1001,6903.605789
159.630624,1001,6910.555879
165.392167,1001,6918.542104
163.29241,1001,6925.520098
166.083193,1001,6932.600766
149.627739,1001,6939.69347
173.944269,1001,6947.641595
170.501691,1001,6954.817253
157.295517,1001,6961.797694
166.076064,1001,6968.744419
168.587892,1001,6976.610974
165.453501,1001,6983.486104
168.130479,1001,6991.070878
168.279147,1001,6998.128632
167.66782,1001,7006.205066
168.755667,1001,7013.313943
158.051188,1001,7020.267845
170.949641,1001,7027.368035
164.278201,1001,7035.409985
168.698293,1001,7042.652948
157.314999,1001,7049.827699
158.300187,1001,7060.877178
166.909507,1001,7072.435905
156.304559,1001,7082.594973
159.944396,1001,7091.954807
162.368521,1001,7101.324337
165.558988,1001,7111.964885
162.334949,1001,7121.881998
155.036152,1001,7131.049514
172.538247,1001,7140.216784
